,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
831,802,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,430,Somewhat clean,Very safe,Somewhat satisfied
832,695,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Clean,Very safe,Somewhat satisfied
834,841,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,95,Average,Neutral,Neutral
835,2346,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,255,Somewhat clean,Somewhat safe,Very satisfied
836,1667,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,195,Clean,Very safe,Somewhat satisfied
837,552,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,125,Clean,Very safe,Very satisfied
838,2877,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,12/31/2018,90,Somewhat clean,Somewhat safe,Somewhat satisfied
839,1276,Thursday,CHINA SOUTHERN,WUHAN,Asia,Medium,Gates 1-12,12/31/2018,225,Somewhat dirty,Somewhat safe,Somewhat satisfied
840,556,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,90,Somewhat clean,Neutral,Somewhat satisfied
841,2184,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,195,Clean,Somewhat safe,Somewhat satisfied
842,2991,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,12/31/2018,122,Clean,Very safe,Very satisfied
843,501,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,12/31/2018,160,Somewhat clean,Somewhat safe,Somewhat satisfied
844,3206,Tuesday,UNITED,EUGENE,West US,Small,Gates 70-90,12/31/2018,150,Clean,Very safe,Very satisfied
846,2586,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,90,Somewhat clean,Very safe,Somewhat satisfied
847,1988,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,12/31/2018,205,Somewhat clean,Very safe,Somewhat satisfied
848,834,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,95,Clean,Very safe,Somewhat satisfied
849,1921,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,180,Clean,Very safe,Somewhat satisfied
850,870,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,115,Somewhat clean,Somewhat safe,Somewhat satisfied
851,1931,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,135,Somewhat clean,Very safe,Somewhat satisfied
852,3238,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,190,Clean,Very safe,Very satisfied
853,1862,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,12/31/2018,75,Somewhat clean,Very safe,Somewhat satisfied
854,1601,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,12/31/2018,210,Somewhat clean,Very safe,Neutral
855,521,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,165,Somewhat clean,Very safe,Somewhat satisfied
856,2542,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,104,Average,Very safe,Neutral
857,2294,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,12/31/2018,60,Clean,Very safe,Somewhat satisfied
858,818,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,12/31/2018,155,Clean,Very safe,Very satisfied
860,2393,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,12/31/2018,335,Clean,Somewhat safe,Somewhat satisfied
862,1573,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,12/31/2018,125,Somewhat clean,Somewhat safe,Somewhat satisfied
863,2633,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satisfied
864,496,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,148,Clean,Very safe,Very satisfied
865,2043,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,90,Clean,Neutral,Somewhat satisfied
867,1687,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,155,Clean,Very safe,Very satisfied
868,2528,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,95,Somewhat clean,Very safe,Very satisfied
869,1879,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,12/31/2018,95,Somewhat clean,Very safe,Very satisfied
870,2418,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,135,Somewhat clean,Somewhat safe,Somewhat satisfied
871,10,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,155,Average,Somewhat safe,Very satisfied
872,371,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,12/31/2018,180,Somewhat clean,Somewhat safe,Somewhat satisfied
873,688,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,155,Somewhat clean,Neutral,Somewhat satisfied
874,1930,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,200,Somewhat clean,Somewhat safe,Somewhat satisfied
875,1010,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,185,Somewhat clean,Somewhat safe,Somewhat satisfied
876,3221,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,75,Clean,Very safe,Somewhat satisfied
877,2590,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,12/31/2018,135,Clean,Very safe,Very satisfied
878,1690,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,695,Clean,Very safe,Neutral
879,519,Thursday,EMIRATES,DUBAI,middle east,Hub,Gates 1-12,12/31/2018,285,Somewhat clean,Very safe,Somewhat satisfied
881,3001,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,268,Clean,Very safe,Very satisfied
882,1581,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,12/31/2018,115,Somewhat clean,Somewhat safe,Neutral
884,1465,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,1/1/2018,299,Clean,Neutral,Very satisfied
885,759,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,1210,Clean,Very safe,Very satisfied
886,1994,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,12/31/2018,215,Somewhat clean,Very safe,Somewhat satisfied
887,3172,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,105,Average,Somewhat safe,Neutral
888,2767,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,165,Somewhat clean,Very safe,Somewhat satisfied
890,592,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,117,Somewhat clean,Very safe,Somewhat satisfied
891,2298,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,165,Somewhat clean,Neutral,Neutral
892,1933,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,245,Clean,Very safe,Somewhat satisfied
893,1929,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,12/31/2018,185,Average,Somewhat safe,Neutral
894,1794,Sunday,ALASKA,RALEIGH-DURHAM,EAST US,Medium,Gates 50-59,12/31/2018,145,Somewhat clean,Very safe,Somewhat satisfied
895,3256,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satisfied
897,2611,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,12/31/2018,120,Somewhat clean,Somewhat safe,Somewhat satisfied
898,2416,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,12/31/2018,190,Somewhat clean,Neutral,Somewhat satisfied
899,3122,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,15,Clean,Somewhat safe,Very satisfied
900,2693,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,80,Average,Very safe,Somewhat satisfied
901,2121,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,12/31/2018,100,Somewhat clean,Somewhat safe,Very satisfied
902,3086,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,12/31/2018,128,Somewhat clean,Very safe,Somewhat satisfied
904,1368,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub,Gates 91-102,12/31/2018,125,Clean,Neutral,Somewhat satisfied
905,1838,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub,Gates 91-102,12/31/2018,195,Somewhat clean,Very safe,Somewhat satisfied
906,2329,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,120,Somewhat clean,Somewhat safe,Neutral
907,2605,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,130,Average,Somewhat safe,Somewhat satisfied
908,1829,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,12/31/2018,205,Somewhat clean,Somewhat safe,Somewhat satisfied
910,1138,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,160,Clean,Somewhat safe,Very satisfied
911,2987,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,12/31/2018,120,Somewhat clean,Somewhat safe,Neutral
912,2602,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,12/31/2018,180,Average,Neutral,Somewhat unsatisfied
913,1784,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,12/31/2018,160,Somewhat clean,Somewhat safe,Very satisfied
914,2103,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,124,Somewhat clean,Very safe,Very satisfied
915,2872,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,12/31/2018,77,Somewhat clean,Very safe,Somewhat satisfied
916,2013,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,120,Somewhat clean,Very safe,Neutral
917,2841,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,12/31/2018,150,Somewhat clean,Very safe,Somewhat satisfied
918,1883,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,12/31/2018,115,Clean,Very safe,Somewhat satisfied
919,1013,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,185,Somewhat clean,Somewhat safe,Somewhat satisfied
920,500,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,118,Clean,Somewhat safe,Somewhat satisfied
923,2790,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,12/31/2018,205,Somewhat clean,Very safe,Neutral
924,2106,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,289,Somewhat clean,Very safe,Somewhat satisfied
926,3275,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,12/31/2018,85,Average,Neutral,Somewhat satisfied
927,727,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,215,Somewhat clean,Neutral,Somewhat satisfied
928,3237,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,12/31/2018,110,Somewhat clean,Neutral,Somewhat satisfied
929,837,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Very satisfied
930,2756,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,180,Somewhat clean,Somewhat safe,Somewhat satisfied
931,408,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,12/31/2018,475,Clean,Very safe,Very satisfied
932,2060,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,12/31/2018,177,Clean,Very safe,Somewhat satisfied
933,413,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,12/31/2018,115,Somewhat clean,Very unsafe,Very satisfied
934,1944,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,115,Somewhat clean,Somewhat safe,Somewhat satisfied
935,2979,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,12/31/2018,75,Somewhat clean,Very safe,Somewhat satisfied
936,2539,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,75,Somewhat clean,Somewhat safe,Somewhat satisfied
937,3011,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,125,Somewhat clean,Very safe,Somewhat satisfied
939,1738,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,220,Average,Neutral,Neutral
940,2726,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,270,Clean,Very safe,Somewhat satisfied
941,1375,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,12/31/2018,105,Clean,Very safe,Very satisfied
942,1610,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,125,Clean,Very safe,Somewhat satisfied
944,2955,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,95,Somewhat clean,Very safe,Somewhat satisfied
945,1803,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,12/31/2018,220,Somewhat clean,Somewhat safe,Somewhat satisfied
946,1231,Thursday,ANA ALL NIPPON,TOKYO-NARITA,Asia,Hub,Gates 91-102,12/31/2018,200,Average,Somewhat safe,Somewhat satisfied
947,2256,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,12/31/2018,193,Clean,Very safe,Somewhat satisfied
948,2310,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,100,Clean,Somewhat safe,Very satisfied
949,2701,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,150,Clean,Very safe,Very satisfied
950,429,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,160,Average,Somewhat safe,Neutral
951,734,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Somewhat clean,Very safe,Somewhat satisfied
952,1173,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,125,Clean,Very safe,Very satisfied
953,324,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,60,Somewhat clean,Very safe,Neutral
954,2381,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,12/31/2018,195,Clean,Very safe,Very satisfied
955,1527,Wednesday,ALASKA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,110,Average,Somewhat safe,Somewhat satisfied
956,273,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,12/31/2018,130,Clean,Very safe,Somewhat satisfied
957,1239,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,12/31/2018,150,Somewhat clean,Very safe,Somewhat satisfied
958,825,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,125,Somewhat clean,Somewhat safe,Somewhat satisfied
959,807,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Somewhat safe,Somewhat satisfied
960,1361,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,12/31/2018,155,Somewhat clean,Somewhat safe,Somewhat satisfied
961,2681,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,110,Somewhat clean,Somewhat safe,Somewhat satisfied
962,1584,Wednesday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,125,Clean,Very safe,Somewhat satisfied
963,712,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,165,Clean,Very safe,Very satisfied
964,234,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Very safe,Somewhat satisfied
965,3150,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,12/31/2018,90,Clean,Somewhat safe,Very satisfied
966,2777,Thursday,DELTA,ATLANTA,EAST US,Hub,Gates 40-48,12/31/2018,110,Clean,Very safe,Very satisfied
967,2451,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,12/31/2018,600,Somewhat clean,Very safe,Somewhat satisfied
968,1756,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,175,Somewhat clean,Somewhat safe,Somewhat satisfied
970,2150,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,12/31/2018,183,Somewhat clean,Somewhat safe,Somewhat satisfied
971,1197,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,105,Average,Very safe,Somewhat satisfied
972,2347,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,125,Average,Very safe,Somewhat satisfied
973,440,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,12/31/2018,213,Somewhat clean,Very safe,Very satisfied
974,1439,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,1/1/2018,419,Somewhat clean,Somewhat safe,Somewhat satisfied
975,730,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,215,Clean,Neutral,Very satisfied
976,2747,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,150,Somewhat clean,Very safe,Neutral
977,1304,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,126,Somewhat clean,Very safe,Neutral
978,2249,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,12/31/2018,148,Clean,Somewhat safe,Somewhat satisfied
979,700,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,215,Somewhat clean,Very safe,Neutral
980,2161,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,12/31/2018,153,Average,Somewhat safe,Neutral
981,3073,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/2018,335,Somewhat clean,Neutral,Somewhat satisfied
982,3224,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,130,Clean,Very safe,Very satisfied
984,2749,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,180,Somewhat clean,Very safe,Neutral
985,2063,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,12/31/2018,117,Somewhat clean,Somewhat safe,Somewhat satisfied
986,2618,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,90,Clean,Very safe,Very satisfied
987,1859,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,12/31/2018,175,Clean,Very safe,Somewhat satisfied
988,2465,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,101,Clean,Very safe,Somewhat satisfied
989,3267,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,12/31/2018,271,Clean,Neutral,Somewhat satisfied
990,2972,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,12/31/2018,120,Somewhat clean,Neutral,Very satisfied
991,1899,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satisfied
992,2039,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,Hub,Gates 1-12,12/31/2018,900,Average,Somewhat safe,Neutral
993,1153,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,80,Clean,Very safe,Somewhat satisfied
994,1134,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,120,Somewhat clean,Very safe,Neutral
995,198,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Somewhat safe,Somewhat satisfied
996,1296,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,170,Somewhat clean,Neutral,Somewhat satisfied
997,2680,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,12/31/2018,142,Somewhat clean,Somewhat safe,Somewhat satisfied
998,2650,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,122,Somewhat clean,Very safe,Somewhat satisfied
999,1534,Wednesday,ALASKA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,95,Average,Very safe,Somewhat satisfied
100,0  1575,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,12/31/2018,150,Clean,Somewhat safe,Neutral
100,1  2424,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,165,Somewhat clean,Somewhat safe,Somewhat satisfied
100,2  1071,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,12/31/2018,355,Average,Very safe,Neutral
100,3  2798,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,110,Somewhat clean,Very safe,Somewhat satisfied
100,4  2193,Wednesday,AER LINGUS,DUBLIN,eur,Large,Gates 91-102,12/31/2018,190,Clean,Very safe,Very satisfied
100,5   328,Thursday,UNITED,BURBANK,West US,Small,Gates 70-90,12/31/2018,400,Somewhat clean,Very safe,Somewhat satisfied
100,6  2967,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,165,Somewhat clean,Very safe,Somewhat satisfied
100,7  1521,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,195,Clean,Very safe,Very satisfied
100,9  2813,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,130,Clean,Very safe,Somewhat satisfied
101,0  3130,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,105,Average,Very safe,Very satisfied
101,1  1764,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,130,Somewhat clean,Very safe,Neutral
101,2   227,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,110,Average,Somewhat safe,Somewhat satisfied
101,3  1825,Monday,UNITED INTL,LONDON HEATHROW,eur,Hub,Gates 91-102,12/31/2018,140,Clean,Very safe,Very satisfied
101,4  1483,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,12/31/2018,155,Clean,Very safe,Very satisfied
101,6  2853,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,217,Clean,Neutral,Very satisfied
101,7  1782,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,12/31/2018,180,Somewhat clean,Somewhat safe,Somewhat satisfied
101,8  1951,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,12/31/2018,175,Clean,Very safe,Neutral
101,9   329,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,225,Clean,Very safe,Very satisfied
102,0  1633,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,165,Clean,Very safe,Very satisfied
102,1   927,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,120,Clean,Very safe,Neutral
102,2   258,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satisfied
102,3  2022,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satisfied
102,5  3263,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,286,Somewhat clean,Neutral,Neutral
102,6   627,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,110,Clean,Very safe,Somewhat satisfied
102,7   619,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,120,Clean,Very safe,Somewhat satisfied
102,8  2961,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,110,Average,Somewhat safe,Neutral
102,9  2529,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,100,Clean,Very safe,Very satisfied
103,0  2202,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,225,Clean,Somewhat safe,Somewhat satisfied
103,1  2854,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,157,Somewhat clean,Very safe,Somewhat satisfied
103,2  2265,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,12/31/2018,450,Somewhat clean,Somewhat safe,Somewhat satisfied
103,3  2359,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,120,Somewhat clean,Very safe,Somewhat satisfied
103,5  1625,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,445,Clean,Very safe,Very satisfied
103,6  1854,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,95,Clean,Somewhat safe,Somewhat satisfied
103,7   982,Friday,LUFTHANSA,MUNICH,eur,Hub,Gates 91-102,12/31/2018,340,Average,Very safe,Neutral
104,0  1620,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,110,Clean,Somewhat safe,Very satisfied
104,1  1419,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,12/31/2018,120,Average,Somewhat safe,Somewhat satisfied
104,2   900,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,12/31/2018,280,Somewhat clean,Very safe,Very satisfied
104,3  2159,Saturday,CHINA EASTERN,QINGDAO,Asia,Large,Gates 1-12,12/31/2018,160,Clean,Very safe,Very satisfied
104,4  2649,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,80,Somewhat clean,Somewhat safe,Neutral
104,5  2784,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,150,Clean,Very safe,Very satisfied
104,6   693,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,95,Somewhat clean,Neutral,Neutral
104,7   782,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,12/31/2018,90,Clean,Very safe,Very satisfied
